val_loss,val_acc,loss,acc,lr
0.19652562588453293,0.9408203125,0.8001429052171061,0.7865135063559322,0.009999999776482582
0.11358451917767524,0.9662109375,0.15762397381713836,0.9537208686440678,0.009999999776482582
0.08680820092558861,0.9728515625,0.10277648882593139,0.9698424258474576,0.009999999776482582
0.06823707204312086,0.977734375,0.08084093331027839,0.9756686970338984,0.009999999776482582
0.062423436995595695,0.9798828125,0.06748479503696247,0.979442531779661,0.009999999776482582
0.05683494349941611,0.9830078125,0.05810490436851978,0.982570842161017,0.009999999776482582
0.054509726352989674,0.98291015625,0.05154506540146925,0.9848053495762712,0.009999999776482582
0.04474464533850551,0.98544921875,0.046505334645004594,0.9864605402542372,0.009999999776482582
0.048946334328502414,0.98486328125,0.04256919289986461,0.9870895127118644,0.009999999776482582
0.040721992030739784,0.9880859375,0.03900144045572665,0.988479872881356,0.009999999776482582
0.04506147103384137,0.98583984375,0.03630594474310845,0.9889764300847458,0.009999999776482582
0.037828399892896415,0.98896484375,0.034608953490348184,0.9897874735169492,0.009999999776482582
0.04225417235866189,0.9865234375,0.032353274200616754,0.9904992055084746,0.009999999776482582
0.03607504991814494,0.98837890625,0.029707005855201158,0.9911778336864406,0.009999999776482582
0.038156957877799866,0.98681640625,0.028276439606196295,0.9915585275423728,0.009999999776482582
0.03797906879335642,0.9876953125,0.027056018166812294,0.9924688824152542,0.009999999776482582
0.03483829572796822,0.98896484375,0.02579745173580566,0.9924854343220338,0.009999999776482582
0.03941588727757335,0.98701171875,0.02444095899335156,0.9927668167372882,0.009999999776482582
0.04060097336769104,0.98671875,0.023087755603305365,0.9934454449152542,0.009999999776482582
0.032119037304073575,0.990234375,0.021739681496016555,0.9938095868644068,0.009999999776482582
0.03484461382031441,0.9890625,0.021093606341125098,0.9939088983050848,0.009999999776482582
0.039570967806503175,0.98857421875,0.020142105857889028,0.9946702860169492,0.009999999776482582
0.0345591714605689,0.988671875,0.018317944926635948,0.9947364936440678,0.009999999776482582
0.03548352848738432,0.988671875,0.018810304963045706,0.9950344279661016,0.009999999776482582
0.03398777008987963,0.9890625,0.017982392062796122,0.9951999470338984,0.009999999776482582
0.03509804387576878,0.990234375,0.016075078323009914,0.9959116790254238,0.001999999862164259
0.03238559160381556,0.98994140625,0.015328751158726922,0.9958785752118644,0.001999999862164259
0.03728349772281945,0.988671875,0.015405462226056951,0.996044094279661,0.001999999862164259
0.030428433371707798,0.98974609375,0.014811947799713935,0.996342028601695,0.001999999862164259
0.03155326745472849,0.990625,0.0154407842092658,0.9961268538135594,0.001999999862164259
0.03704793835058808,0.98818359375,0.015208757462737671,0.9961599576271186,0.001999999862164259
0.032102032424882056,0.99033203125,0.014325101027202051,0.9965406514830508,0.001999999862164259
0.03401270909234881,0.9884765625,0.014478119962327814,0.9965240995762712,0.001999999862164259
0.03455272885039449,0.98974609375,0.014452814160041133,0.9963254766949152,0.001999999862164259
0.03220893573015928,0.98984375,0.014835191543324518,0.9964413400423728,0.0010000000474974513
0.0338577919639647,0.9892578125,0.014349816726141815,0.9966896186440678,0.0010000000474974513
0.03357444740831852,0.98896484375,0.01373399383293749,0.9967227224576272,0.0010000000474974513
0.03366037071682513,0.98935546875,0.014353047069793536,0.9966234110169492,0.0010000000474974513
0.03237191173247993,0.9900390625,0.014297520749712899,0.9964413400423728,0.0010000000474974513
0.03340621367096901,0.9892578125,0.013740992088707448,0.9967558262711864,0.0010000000474974513
0.03276983480900526,0.98994140625,0.014311136823873652,0.9967227224576272,0.0010000000474974513
0.03329498153179884,0.98916015625,0.013974167785402072,0.9967061705508474,0.0010000000474974513
0.03350756363943219,0.98935546875,0.014095349722715506,0.9966399629237288,0.0010000000474974513
0.03315905970521271,0.98994140625,0.013882282635954729,0.9965737552966102,0.0010000000474974513
0.034020057134330275,0.9890625,0.013632930886252956,0.996822033898305,0.0010000000474974513
0.030869837244972588,0.9900390625,0.014219971910371618,0.9964082362288136,0.0010000000474974513
0.034976863069459796,0.98974609375,0.01395436068128605,0.997119968220339,0.0010000000474974513
0.0320099163800478,0.9896484375,0.01373990754581104,0.9966730667372882,0.0010000000474974513
0.033459233166649935,0.98974609375,0.013820014455971323,0.9967723781779662,0.0010000000474974513
0.034479785710573196,0.9892578125,0.013059638361683336,0.997020656779661,0.0010000000474974513
0.03137896400876343,0.9904296875,0.014061228932528678,0.9967392743644068,0.0010000000474974513
0.03261520639061928,0.98994140625,0.01398180241270338,0.9967061705508474,0.0010000000474974513
0.03585443501360715,0.9890625,0.01333830742386438,0.9967723781779662,0.0010000000474974513
0.03273496269248426,0.9900390625,0.013925720081206853,0.9968054819915254,0.0010000000474974513
0.03284376603551209,0.98876953125,0.013132591372734662,0.9970537605932204,0.0010000000474974513
0.03278931025415659,0.99072265625,0.01430339808575809,0.9966730667372882,0.0010000000474974513
0.03244751705788076,0.98916015625,0.013752426865305437,0.9967227224576272,0.0010000000474974513
0.03475424381904304,0.98916015625,0.013038498294239833,0.9971365201271186,0.0010000000474974513
0.03543988922610879,0.98916015625,0.013594430346452331,0.9966399629237288,0.0010000000474974513
0.02954750256612897,0.9908203125,0.013440920379391666,0.9969875529661016,0.0010000000474974513
0.033708406472578646,0.9890625,0.012905531308329585,0.996971001059322,0.0010000000474974513
0.036052951915189625,0.98994140625,0.013907503407701092,0.9966730667372882,0.0010000000474974513
0.030336864339187742,0.98994140625,0.01292295188848245,0.9971034163135594,0.0010000000474974513
0.03447101588826627,0.9896484375,0.013342429090575394,0.9967889300847458,0.0010000000474974513
0.032126347068697214,0.98994140625,0.013480552661595709,0.9970537605932204,0.0010000000474974513
0.03084263242781162,0.9900390625,0.01274530083272543,0.997020656779661,0.0010000000474974513
0.03441745303571224,0.9884765625,0.01394667355659402,0.9966730667372882,0.0010000000474974513
0.035939848981797695,0.9896484375,0.012925521774470048,0.9969047934322034,0.0010000000474974513
0.03291144645772874,0.98974609375,0.013072251381699816,0.9971365201271186,0.0010000000474974513
0.03189249923452735,0.98984375,0.013171143399677792,0.996971001059322,0.0010000000474974513
0.03251094967126846,0.98974609375,0.013050664646424731,0.9969544491525424,0.0010000000474974513
0.03346486035734415,0.98955078125,0.013386018451903079,0.9969544491525424,0.0010000000474974513
0.031070043286308646,0.99013671875,0.012777758604389126,0.9970537605932204,0.0010000000474974513
0.03743634065613151,0.98828125,0.01313052294081298,0.996971001059322,0.0010000000474974513
0.028566131135448813,0.99091796875,0.013436544007795342,0.9968054819915254,0.0010000000474974513
0.03561492301523685,0.98896484375,0.013324991600603749,0.997020656779661,0.0010000000474974513
0.03320827353745699,0.9900390625,0.012561503882614612,0.9970703125,0.0010000000474974513
0.03172770980745554,0.98994140625,0.012607859840253526,0.997169623940678,0.0010000000474974513
0.03308642515912652,0.98984375,0.012748501370108481,0.997169623940678,0.0010000000474974513
0.03468154771253466,0.9888671875,0.013422475314809609,0.9969378972457628,0.0010000000474974513
0.030703125428408383,0.990625,0.012917626015763035,0.9971530720338984,0.0010000000474974513
0.03444988145492971,0.988671875,0.012908499719480337,0.9967558262711864,0.0010000000474974513
0.03276250325143337,0.98994140625,0.013046210402843811,0.9972523834745762,0.0010000000474974513
0.03320158710703254,0.98974609375,0.012888751683314726,0.9971365201271186,0.0010000000474974513
0.03317796746268868,0.98955078125,0.01254625032434903,0.997268935381356,0.0010000000474974513
