val_loss,val_acc,loss,acc
1.4635918653464015,0.4698378164556962,1.4467761505145234,0.4772114616613419
1.04451747483845,0.6317246835443038,1.0744741103900508,0.6174371006389776
0.8582810382299786,0.6996637658227848,0.8933481216049803,0.6852036741214057
0.7993980797031258,0.7277492088607594,0.7804766009790829,0.7263378594249201
0.7763708754430844,0.7304193037974683,0.7019318249850227,0.7561900958466453
0.7752140707607511,0.728243670886076,0.6449313382752025,0.776507587859425
0.7306859093376353,0.7504944620253164,0.5996927709434741,0.7898113019169329
0.7204354235643073,0.7560324367088608,0.5566153777673983,0.8073831869009584
0.7253647525853748,0.7563291139240507,0.5237409981866233,0.8171924920127795
0.7387698006026352,0.7560324367088608,0.4896638458148359,0.8297474041533547
0.7342564893674247,0.7626582278481012,0.46126965926097224,0.8417032747603834
0.7259485223625279,0.7687895569620253,0.43380763755438806,0.8516873003194888
0.7460237575482719,0.7676028481012658,0.4102834567856103,0.8588009185303515
0.7524663458896589,0.7697784810126582,0.3841143888882555,0.8703574281150159
0.7714674751969832,0.7682950949367089,0.36406732486269344,0.8781449680511182
0.7642662019669255,0.771064082278481,0.34396175311777155,0.8842352236421726
0.7914120588876024,0.7643393987341772,0.3263870452920469,0.8901008386581469
0.8087380860425248,0.7676028481012658,0.30691097857662664,0.8993610223642172
0.822849270663684,0.7645371835443038,0.29183333993148497,0.9036791134185304
0.825963128216659,0.7652294303797469,0.2748241867310704,0.909095447284345
0.8156792857224429,0.7721518987341772,0.2607553552229184,0.9160842651757188
0.8612315364276306,0.765625,0.2453158439253085,0.9213258785942492
0.8575916346869891,0.7705696202531646,0.23239237393814915,0.9261431709265175
0.8647181663332106,0.7700751582278481,0.22077485928520227,0.9295626996805112
0.8585854561268529,0.772745253164557,0.2088469314022948,0.9348791932907349
0.8928645645515828,0.7698773734177216,0.19978900506092717,0.9374251198083067
0.904423626917827,0.7695806962025317,0.1926998933806968,0.9395966453674122
0.9103974677339385,0.7719541139240507,0.18571344763040543,0.9417681709265175
0.9322417393515382,0.7704707278481012,0.17631596621994775,0.9455371405750799
0.93100750974462,0.7749208860759493,0.1692841288666375,0.949006589456869
0.950432469573202,0.7702729430379747,0.16357377409554139,0.9490814696485623
0.9512754422199877,0.7756131329113924,0.1584878532221904,0.950479233226837
0.9813313227665575,0.7709651898734177,0.14952682877500978,0.9541982827476039
0.9760183978684341,0.7734375,0.14336443380616343,0.9567442092651757
0.9810440400733224,0.7740308544303798,0.13848008328495315,0.9579922124600639
0.9850725901277759,0.7735363924050633,0.12919739493356344,0.9617611821086262
1.0021174399158623,0.7735363924050633,0.12419766673264793,0.9639826277955271
0.9993880149684374,0.7757120253164557,0.11928613812397844,0.9652805511182109
1.0109856249410896,0.7753164556962026,0.1145077591625075,0.9664037539936102
1.0041451499431948,0.7777887658227848,0.11035879834677084,0.969174321086262
1.0267155404332318,0.7722507911392406,0.10803665850347223,0.9692492012779552
1.0211257172536246,0.7750197784810127,0.1056015778202028,0.9698482428115016
1.0186541193648229,0.7743275316455697,0.10281436898695014,0.9707468051118211
1.0063937389397923,0.7766020569620253,0.0992152905121398,0.9720696884984026
1.0074400260478635,0.7785799050632911,0.09345173558440452,0.9750149760383386
1.0067219658742976,0.7778876582278481,0.08982932772308874,0.9760882587859425
1.006697178641452,0.775810917721519,0.08485193727924802,0.9771116214057508
0.9882836726647389,0.7817444620253164,0.07881272268799928,0.9805311501597445
0.9798239186594758,0.7824367088607594,0.0742711483027798,0.981529552715655
0.9808591777765299,0.7831289556962026,0.06908666576368931,0.9841503594249201
