val_loss,val_acc,loss,acc
0.2131990984082222,0.93681640625,0.7150651613029383,0.8016750529661016
0.11951197944581508,0.9655445784330368,0.16833853210180494,0.950096001059322
0.09456932991743087,0.9720415890216827,0.11359657495582508,0.966228592698857
0.08051304798573256,0.9767520666122437,0.08959700118245209,0.9733514300847458
0.06793225947767496,0.978245633840561,0.07415207303365913,0.9776549258474576
0.05787666132673621,0.9825769752264023,0.06392111918115514,0.9809487552966102
0.05086690317839384,0.9844956338405609,0.057975144030810416,0.9825377383474576
0.04919493729248643,0.9847369015216827,0.05157738459943715,0.9841598252118644
0.04907537903636694,0.9843118101358413,0.04605130098318144,0.986228813559322
0.04458357840776443,0.9869600176811218,0.044136444122483166,0.9867750264830508
0.04292985908687115,0.9855526208877563,0.03940433165910891,0.988391595876823
0.041937059815973045,0.9865808814764023,0.036699068811485325,0.9893736758474576
0.04228545986115932,0.9860926002264023,0.03423418896075464,0.990085407838983
0.038717076275497676,0.9870576739311219,0.032268909192880835,0.9901460979954672
0.03678704621270299,0.9877068012952804,0.03117058552422766,0.9910288665254238
0.0380275160074234,0.987522977590561,0.029778558539889626,0.9914868024446196
0.03695877259597182,0.9880457252264023,0.029002922579204126,0.9916357696056366
0.036037216708064077,0.9883157163858414,0.02688904401009618,0.9925681938559322
0.03572368188761175,0.9884880512952805,0.025658002328443324,0.9924026747881356
0.03576657185330987,0.988011258840561,0.024496986897725424,0.9928164724576272
0.04074975373223424,0.9874597877264023,0.023045561726252408,0.9932468220338984
0.034834856539964675,0.9885971963405609,0.023184098263855202,0.993633033360465
0.03342289100401104,0.988671875,0.021438880551259143,0.9940578654661016
0.03511506994254887,0.9883157163858414,0.02067866976672815,0.994190280720339
0.0344905564095825,0.9882180601358413,0.020090192003901733,0.994499249478518
0.03252913048490882,0.9892693012952805,0.019295554750172767,0.9948854608050848
0.032191258016973735,0.9890739887952804,0.01854472764830847,0.9951006355932204
0.033708000043407085,0.9892061114311218,0.01778832608360355,0.9953323622881356
0.032187235355377194,0.9889763325452805,0.01737926436698664,0.9953985699152542
0.03349884152412415,0.9893784463405609,0.016807820707149174,0.9956799523305084
0.03261319077573717,0.9887925088405609,0.016409865927771997,0.9957240905802128
0.03296598242595792,0.989476102590561,0.016101062996312976,0.995845471398305
0.03407888002693653,0.9886086851358413,0.015463159837902097,0.9962758209745762
0.032026403862982986,0.9893669575452805,0.015197118491692058,0.9960385768090264
0.03189795943908393,0.9895105689764023,0.014606565939483502,0.9965075476694916
0.031774601666256785,0.9890739887952804,0.014253449267155285,0.996601341639535
0.034164982149377465,0.9890222877264023,0.014017002238749953,0.9965572033898306
0.031529208784922956,0.9897575825452805,0.013612101485921164,0.996601341639535
0.03230434069409967,0.98857421875,0.013170735582993445,0.996921345338983
0.03277188893407583,0.9888039976358414,0.013143897309141644,0.9969544491525424
0.03361551486887038,0.9888499528169632,0.01276240477109549,0.997119968220339
0.03169118477962911,0.9900505512952804,0.012325974149724184,0.9970978988429248
0.03183018332347274,0.9895737588405609,0.012228647984911576,0.9971861758474576
0.03282290901988745,0.9896484375,0.01187744720097063,0.9976165254237288
0.03254364305175841,0.9893037676811218,0.011745741981539434,0.9974510063559322
0.03224793798290193,0.9889763325452805,0.011517362177798177,0.9975172139830508
0.03286545271985233,0.9896943926811218,0.011156130645234706,0.9976496292372882
0.032629276346415284,0.9896714150905609,0.01126721302063157,0.9976496292372882
0.032520493119955064,0.9892807900905609,0.010783649554823414,0.997947563559322
0.03166387798264623,0.9893669575452805,0.01056972402542577,0.9979144597457628
0.03171866200864315,0.9895622700452804,0.010404993049895107,0.9979310116525424
0.03178018983453512,0.988987821340561,0.010223541724479805,0.9980303230932204
0.032685043569654224,0.9893669575452805,0.010106393560309405,0.9981130826271186
0.03228499591350555,0.9893669575452805,0.009889600169055669,0.9979641154661016
0.03256114427931607,0.9891946226358413,0.009779486682865832,0.9980137711864406
0.0323279395699501,0.9891946226358413,0.00976499258461645,0.9981241170632638
0.03211299446411431,0.9892061114311218,0.009663491123119148,0.998107565156484
0.03203974436037242,0.9895737588405609,0.00936693363424422,0.9982786016949152
0.033013132261112334,0.9889476090669632,0.009282429434232792,0.9980799788135594
0.032081728568300605,0.9900505512952804,0.00921573803041888,0.9982620497881356
0.03243247545324266,0.9890969663858413,0.008962432210633562,0.9984772245762712
0.03210949816275388,0.9893784463405609,0.008954306723060622,0.9984441207627118
0.03244665740057826,0.9892807900905609,0.008755617775022984,0.9982730842242806
0.03253251896239817,0.9890969663858413,0.008827706398363461,0.9983613612288136
0.032272232230752707,0.9892693012952805,0.008565148883262428,0.998355843758179
0.03280178373679519,0.9891831338405609,0.008483407584855617,0.9985765360169492
0.03267701058648527,0.9893037676811218,0.008429588246853801,0.9984937764830508
0.03269274742342532,0.9891314327716827,0.008384185322260453,0.9985434322033898
0.03214884442277253,0.9894646137952805,0.008225880194281748,0.9985103283898306
0.03290529609657824,0.9894014239311218,0.008117861810961139,0.9986592955508474
0.032837942335754634,0.9887925088405609,0.008021459567471075,0.9986758474576272
0.032275155559182166,0.9892807900905609,0.008097513365732917,0.9984882590124162
0.032559479027986525,0.9895967364311218,0.007925664084584658,0.9986592955508474
0.03212200915440917,0.98955078125,0.007780844280575165,0.9987586069915254
0.032307867193594575,0.9895852476358413,0.007734605482132253,0.9986923993644068
0.03220005701296032,0.9892807900905609,0.007608463387873213,0.998824814618644
0.0322151240427047,0.9894646137952805,0.007471130351374178,0.9988579184322034
0.03248768262565136,0.9893899351358414,0.007473456414842631,0.9987586069915254
0.03335978970862925,0.9892807900905609,0.007349882180155334,0.9988413665254238
0.03273095479235053,0.9890969663858413,0.007364202378578168,0.9988082627118644
0.03240648051723838,0.989476102590561,0.007202223249142832,0.9988413665254238
0.03275031009688974,0.9891084551811218,0.0072040771927400415,0.998874470338983
